Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Dextromycin,Antifungal,Inhaler,888 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Metonazole,Antifungal,Injection,712 mg,Eli Lilly and Company,Wound,Over-the-Counter
Amoxiphen,Antidepressant,Capsule,90 mg,Johnson & Johnson,Diabetes,Prescription
Dolovir,Analgesic,Inhaler,270 mg,Sanofi S.A.,Wound,Over-the-Counter
Cefphen,Antidepressant,Injection,577 mg,"Merck & Co., Inc.",Depression,Over-the-Counter
Dolocillin,Antibiotic,Tablet,209 mg,"Gilead Sciences, Inc.",Infection,Prescription
Acetovir,Antiseptic,Syrup,585 mg,Johnson & Johnson,Infection,Prescription
Cefnazole,Antidiabetic,Syrup,732 mg,Novartis AG,Virus,Over-the-Counter
Dextrocillin,Antifungal,Drops,801 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Amoxiprofen,Antibiotic,Drops,631 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Claricillin,Antidepressant,Capsule,789 mg,Bristol-Myers Squibb Company,Fever,Prescription
Ibupromet,Antibiotic,Ointment,778 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Acetocillin,Antiviral,Ointment,436 mg,Pfizer Inc.,Fever,Over-the-Counter
Dextrostatin,Antidepressant,Syrup,623 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter
Dextrovir,Antiviral,Inhaler,38 mg,CSL Limited,Pain,Over-the-Counter
Amoxiprofen,Antipyretic,Ointment,609 mg,CSL Limited,Infection,Over-the-Counter
Dolomycin,Antipyretic,Cream,535 mg,CSL Limited,Virus,Prescription
Dextromycin,Antiviral,Cream,618 mg,AbbVie Inc.,Depression,Over-the-Counter
Acetovir,Antidepressant,Ointment,801 mg,Johnson & Johnson,Infection,Prescription
Dolonazole,Antibiotic,Syrup,179 mg,Eli Lilly and Company,Depression,Over-the-Counter
Acetophen,Antiseptic,Inhaler,628 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Dextronazole,Antipyretic,Inhaler,871 mg,Roche Holding AG,Wound,Over-the-Counter
Cefprofen,Antidepressant,Tablet,849 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter
Ibuprovir,Antiseptic,Tablet,28 mg,Biogen Inc.,Depression,Over-the-Counter
Acetoprofen,Antibiotic,Tablet,536 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Acetostatin,Antiviral,Injection,113 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Clarimet,Antidiabetic,Drops,283 mg,Novo Nordisk A/S,Virus,Prescription
Ibuprocillin,Antifungal,Drops,174 mg,Novartis AG,Depression,Prescription
Cefcillin,Antiseptic,Injection,284 mg,Biogen Inc.,Fever,Over-the-Counter
Cefvir,Antidiabetic,Tablet,819 mg,Bayer AG,Pain,Prescription
Metomet,Antipyretic,Capsule,970 mg,AstraZeneca plc,Pain,Prescription
Clariphen,Analgesic,Tablet,860 mg,Sanofi S.A.,Virus,Over-the-Counter
Dolovir,Antiseptic,Tablet,749 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Acetomet,Antipyretic,Ointment,374 mg,CSL Limited,Wound,Prescription
Clarimycin,Antibiotic,Cream,261 mg,AstraZeneca plc,Diabetes,Prescription
Clarivir,Antibiotic,Inhaler,995 mg,Eli Lilly and Company,Wound,Prescription
Cefmycin,Antidiabetic,Tablet,531 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Metomycin,Analgesic,Tablet,513 mg,Bristol-Myers Squibb Company,Depression,Prescription
Amoxiphen,Antiviral,Cream,25 mg,Roche Holding AG,Depression,Prescription
Dextrocillin,Antifungal,Injection,828 mg,Novo Nordisk A/S,Fungus,Prescription
Metophen,Antiseptic,Inhaler,597 mg,Bayer AG,Fungus,Over-the-Counter
Dextromycin,Antibiotic,Capsule,616 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter
Cefcillin,Antibiotic,Capsule,908 mg,Teva Pharmaceutical Industries Ltd.,Virus,Prescription
Metophen,Antibiotic,Capsule,755 mg,Biogen Inc.,Diabetes,Over-the-Counter
Acetostatin,Antibiotic,Tablet,906 mg,CSL Limited,Wound,Prescription
Doloprofen,Antifungal,Cream,876 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Ibuprostatin,Analgesic,Inhaler,773 mg,Eli Lilly and Company,Infection,Over-the-Counter
Amoximet,Antidepressant,Ointment,686 mg,Bayer AG,Wound,Over-the-Counter
Amoxiphen,Antibiotic,Syrup,501 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Dextromycin,Analgesic,Tablet,939 mg,CSL Limited,Fever,Prescription
Metovir,Antiviral,Syrup,928 mg,Roche Holding AG,Depression,Prescription
Dolomet,Analgesic,Inhaler,549 mg,Novo Nordisk A/S,Virus,Over-the-Counter
Metomet,Antifungal,Capsule,214 mg,Bristol-Myers Squibb Company,Fungus,Prescription
Dextronazole,Antiviral,Syrup,750 mg,Bayer AG,Fungus,Prescription
Cefmycin,Antiseptic,Tablet,400 mg,Eli Lilly and Company,Infection,Over-the-Counter
Ibuprostatin,Antiseptic,Injection,994 mg,AstraZeneca plc,Fungus,Prescription
Acetostatin,Analgesic,Syrup,837 mg,AstraZeneca plc,Wound,Over-the-Counter
Metomycin,Antifungal,Syrup,957 mg,Sanofi S.A.,Pain,Prescription
Acetophen,Antipyretic,Syrup,794 mg,Pfizer Inc.,Pain,Prescription
Clariprofen,Analgesic,Cream,122 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Cefvir,Antidiabetic,Ointment,829 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Ibuprovir,Antifungal,Drops,603 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription
Dextrostatin,Antipyretic,Tablet,383 mg,Roche Holding AG,Pain,Over-the-Counter
Clarivir,Antifungal,Drops,646 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Ibuprovir,Antidiabetic,Capsule,957 mg,Biogen Inc.,Infection,Over-the-Counter
Amoximycin,Antifungal,Injection,150 mg,Eli Lilly and Company,Infection,Prescription
Ibuprocillin,Antiseptic,Drops,414 mg,Bayer AG,Fungus,Prescription
Claricillin,Analgesic,Capsule,635 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Dextroprofen,Antiviral,Syrup,968 mg,Novo Nordisk A/S,Fungus,Over-the-Counter
Dolonazole,Antidiabetic,Tablet,204 mg,GlaxoSmithKline plc,Diabetes,Prescription
Clariphen,Analgesic,Injection,116 mg,Bristol-Myers Squibb Company,Pain,Prescription
Dolocillin,Antidepressant,Cream,404 mg,Bristol-Myers Squibb Company,Infection,Prescription
Metonazole,Antiseptic,Inhaler,423 mg,Bristol-Myers Squibb Company,Fever,Prescription
Clarimet,Antidepressant,Injection,502 mg,"Gilead Sciences, Inc.",Fever,Over-the-Counter
Dextrocillin,Antidepressant,Injection,902 mg,Sanofi S.A.,Diabetes,Prescription
Clarimycin,Analgesic,Syrup,381 mg,Bayer AG,Virus,Prescription
Dextrovir,Analgesic,Drops,437 mg,Amgen Inc.,Infection,Over-the-Counter
Metostatin,Analgesic,Tablet,25 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Amoxiprofen,Antidiabetic,Injection,547 mg,AbbVie Inc.,Wound,Prescription
Amoxinazole,Antidiabetic,Injection,646 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Dextromycin,Antidiabetic,Tablet,632 mg,Amgen Inc.,Pain,Prescription
Ibuprovir,Antiseptic,Injection,129 mg,Sanofi S.A.,Fungus,Over-the-Counter
Acetoprofen,Antiviral,Ointment,261 mg,Eli Lilly and Company,Diabetes,Prescription
Dextrovir,Analgesic,Tablet,247 mg,Bristol-Myers Squibb Company,Diabetes,Prescription
Doloprofen,Antiseptic,Ointment,503 mg,Boehringer Ingelheim GmbH,Fever,Over-the-Counter
Dextrocillin,Analgesic,Capsule,521 mg,"Gilead Sciences, Inc.",Virus,Prescription
Acetoprofen,Analgesic,Syrup,265 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Dextroprofen,Antipyretic,Drops,624 mg,Biogen Inc.,Fungus,Over-the-Counter
Amoximycin,Antiseptic,Capsule,227 mg,Amgen Inc.,Virus,Prescription
Metocillin,Analgesic,Inhaler,953 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter
Amoxistatin,Antidepressant,Syrup,223 mg,Biogen Inc.,Virus,Prescription
Metostatin,Analgesic,Drops,988 mg,AbbVie Inc.,Fungus,Prescription
Dextronazole,Analgesic,Syrup,153 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter
Dolomycin,Analgesic,Cream,592 mg,AstraZeneca plc,Wound,Prescription
Amoxiprofen,Antifungal,Cream,811 mg,CSL Limited,Depression,Over-the-Counter
Claricillin,Antiviral,Ointment,487 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Amoxicillin,Antiviral,Injection,904 mg,Bayer AG,Infection,Prescription
Metomet,Antiviral,Syrup,799 mg,"Gilead Sciences, Inc.",Fungus,Prescription
Ibuprovir,Antidepressant,Syrup,732 mg,Pfizer Inc.,Virus,Prescription
Dextroprofen,Antidepressant,Tablet,112 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter
Dextrovir,Antidepressant,Tablet,338 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Dolonazole,Antiseptic,Ointment,194 mg,Biogen Inc.,Diabetes,Prescription
Metostatin,Antidepressant,Drops,340 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter
Claristatin,Antidepressant,Drops,984 mg,Johnson & Johnson,Infection,Over-the-Counter
Dolovir,Antipyretic,Capsule,308 mg,GlaxoSmithKline plc,Depression,Prescription
Clarivir,Analgesic,Capsule,172 mg,Bayer AG,Wound,Over-the-Counter
Metocillin,Antidiabetic,Drops,466 mg,Biogen Inc.,Depression,Prescription
Acetomet,Antifungal,Injection,880 mg,Roche Holding AG,Diabetes,Over-the-Counter
Dolocillin,Antifungal,Ointment,840 mg,AbbVie Inc.,Fungus,Over-the-Counter
Ibuprophen,Antipyretic,Drops,247 mg,CSL Limited,Pain,Prescription
Clarimycin,Analgesic,Syrup,697 mg,Takeda Pharmaceutical Company Limited,Wound,Over-the-Counter
Dextroprofen,Antibiotic,Syrup,870 mg,Eli Lilly and Company,Depression,Over-the-Counter
Acetoprofen,Antidepressant,Ointment,133 mg,CSL Limited,Virus,Prescription
Clariphen,Analgesic,Tablet,797 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Acetophen,Antifungal,Syrup,736 mg,"Gilead Sciences, Inc.",Wound,Prescription
Dextrophen,Antipyretic,Injection,993 mg,CSL Limited,Depression,Over-the-Counter
Amoximet,Antiviral,Capsule,454 mg,Bristol-Myers Squibb Company,Pain,Over-the-Counter
Amoximet,Antifungal,Capsule,897 mg,Bayer AG,Depression,Prescription
Metonazole,Antidepressant,Injection,28 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Amoxicillin,Antiseptic,Ointment,104 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Amoximet,Antipyretic,Inhaler,468 mg,"Gilead Sciences, Inc.",Depression,Prescription
Metophen,Antiviral,Inhaler,697 mg,Johnson & Johnson,Fever,Prescription
Metoprofen,Analgesic,Drops,557 mg,Amgen Inc.,Pain,Prescription
Amoxistatin,Antipyretic,Ointment,468 mg,GlaxoSmithKline plc,Depression,Over-the-Counter
Amoximycin,Analgesic,Tablet,82 mg,GlaxoSmithKline plc,Fungus,Over-the-Counter
Claricillin,Antidiabetic,Cream,320 mg,Amgen Inc.,Infection,Over-the-Counter
Ibupromet,Analgesic,Cream,40 mg,Bayer AG,Pain,Over-the-Counter
Ibuproprofen,Antibiotic,Ointment,827 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter
Clarivir,Antidepressant,Capsule,788 mg,Johnson & Johnson,Infection,Over-the-Counter
Dextromet,Antidepressant,Tablet,445 mg,Teva Pharmaceutical Industries Ltd.,Pain,Over-the-Counter
Amoximet,Antidiabetic,Injection,967 mg,Eli Lilly and Company,Wound,Prescription
Dextroprofen,Antidepressant,Cream,26 mg,Novartis AG,Depression,Prescription
Cefprofen,Antidiabetic,Inhaler,839 mg,Johnson & Johnson,Virus,Prescription
Ibuprophen,Analgesic,Drops,909 mg,Eli Lilly and Company,Virus,Over-the-Counter
Dextrovir,Antipyretic,Cream,67 mg,Novartis AG,Diabetes,Prescription
Cefstatin,Antipyretic,Inhaler,370 mg,Eli Lilly and Company,Depression,Over-the-Counter
Claricillin,Antiseptic,Ointment,110 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Cefnazole,Antibiotic,Ointment,717 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Dextrophen,Antipyretic,Injection,444 mg,AbbVie Inc.,Fever,Prescription
Cefmet,Antiseptic,Injection,609 mg,CSL Limited,Fungus,Prescription
Cefstatin,Antibiotic,Inhaler,858 mg,Johnson & Johnson,Depression,Over-the-Counter
Clariprofen,Antiviral,Cream,539 mg,Bayer AG,Wound,Prescription
Doloprofen,Antidiabetic,Syrup,561 mg,"Gilead Sciences, Inc.",Depression,Over-the-Counter
Cefnazole,Analgesic,Ointment,995 mg,Johnson & Johnson,Wound,Over-the-Counter
Cefmet,Antipyretic,Tablet,450 mg,Roche Holding AG,Pain,Over-the-Counter
Amoximycin,Antidiabetic,Ointment,38 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Cefmet,Antidiabetic,Drops,983 mg,Amgen Inc.,Fungus,Prescription
Metostatin,Antipyretic,Inhaler,82 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Clariphen,Antifungal,Ointment,122 mg,Pfizer Inc.,Pain,Over-the-Counter
Dolomet,Analgesic,Injection,961 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Acetoprofen,Antibiotic,Drops,831 mg,CSL Limited,Infection,Prescription
Dolomycin,Antiseptic,Tablet,363 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Metocillin,Analgesic,Capsule,932 mg,Biogen Inc.,Wound,Over-the-Counter
Acetomet,Antifungal,Cream,466 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter
Dolostatin,Antiseptic,Syrup,156 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Acetomycin,Analgesic,Drops,81 mg,Biogen Inc.,Diabetes,Prescription
Acetovir,Antibiotic,Drops,691 mg,Eli Lilly and Company,Fungus,Over-the-Counter
Dextronazole,Antiviral,Ointment,922 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter
Metonazole,Antibiotic,Capsule,624 mg,Biogen Inc.,Wound,Prescription
Cefmet,Antipyretic,Cream,352 mg,Bayer AG,Fungus,Prescription
Acetophen,Antiseptic,Tablet,893 mg,Novo Nordisk A/S,Fungus,Prescription
Acetocillin,Antidepressant,Capsule,223 mg,Teva Pharmaceutical Industries Ltd.,Depression,Over-the-Counter
Clarimet,Antibiotic,Drops,577 mg,AbbVie Inc.,Depression,Over-the-Counter
Acetophen,Antibiotic,Drops,214 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription
Amoximet,Antidiabetic,Capsule,978 mg,Eli Lilly and Company,Fever,Over-the-Counter
Dolovir,Antidiabetic,Injection,1 mg,GlaxoSmithKline plc,Virus,Over-the-Counter
Dolophen,Antiviral,Ointment,927 mg,Sanofi S.A.,Pain,Prescription
Dextrophen,Antibiotic,Ointment,873 mg,Biogen Inc.,Wound,Over-the-Counter
Amoxistatin,Analgesic,Ointment,177 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Metoprofen,Antiviral,Cream,864 mg,Novartis AG,Virus,Over-the-Counter
Clariprofen,Antidepressant,Ointment,603 mg,Novo Nordisk A/S,Fever,Over-the-Counter
Ibuprophen,Antipyretic,Injection,727 mg,Novo Nordisk A/S,Fever,Prescription
Dextronazole,Antipyretic,Ointment,100 mg,Johnson & Johnson,Diabetes,Over-the-Counter
Claricillin,Analgesic,Inhaler,157 mg,Sanofi S.A.,Diabetes,Over-the-Counter
Cefstatin,Antidiabetic,Injection,755 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Amoxiprofen,Antipyretic,Cream,252 mg,Novartis AG,Infection,Prescription
Clarimycin,Antipyretic,Tablet,722 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription
Cefphen,Antidiabetic,Inhaler,533 mg,Novartis AG,Virus,Prescription
Amoxiphen,Analgesic,Injection,282 mg,AstraZeneca plc,Virus,Over-the-Counter
Metonazole,Antiseptic,Tablet,671 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Amoxiphen,Antiviral,Tablet,862 mg,Amgen Inc.,Virus,Prescription
Dextromycin,Antipyretic,Injection,598 mg,Pfizer Inc.,Wound,Over-the-Counter
Dolonazole,Antiseptic,Injection,32 mg,Sanofi S.A.,Wound,Prescription
Cefprofen,Antiseptic,Cream,788 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Doloprofen,Antidepressant,Syrup,869 mg,CSL Limited,Fungus,Over-the-Counter
Ibuprovir,Antidiabetic,Cream,492 mg,"Merck & Co., Inc.",Infection,Prescription
Acetoprofen,Antipyretic,Injection,864 mg,AbbVie Inc.,Wound,Over-the-Counter
Cefvir,Antiviral,Tablet,746 mg,Eli Lilly and Company,Depression,Prescription
Acetonazole,Antiseptic,Cream,388 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Dolophen,Antiseptic,Injection,724 mg,"Merck & Co., Inc.",Virus,Over-the-Counter
Doloprofen,Analgesic,Inhaler,655 mg,Johnson & Johnson,Wound,Over-the-Counter
Metostatin,Antipyretic,Drops,919 mg,Novartis AG,Depression,Prescription
Claricillin,Antidepressant,Cream,499 mg,"Merck & Co., Inc.",Virus,Prescription
Metophen,Analgesic,Cream,735 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Ibuprostatin,Antiseptic,Syrup,477 mg,"Merck & Co., Inc.",Wound,Prescription
Metocillin,Antidepressant,Syrup,657 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter
Ibupromycin,Antifungal,Drops,32 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter
Dextrocillin,Antibiotic,Drops,420 mg,Amgen Inc.,Diabetes,Prescription
Dolomet,Antiviral,Injection,225 mg,Novo Nordisk A/S,Depression,Prescription
Cefvir,Antipyretic,Tablet,401 mg,Takeda Pharmaceutical Company Limited,Fever,Prescription
Acetocillin,Antipyretic,Tablet,642 mg,Novartis AG,Diabetes,Prescription
Clarivir,Antipyretic,Inhaler,244 mg,Novartis AG,Fungus,Over-the-Counter
Cefprofen,Antiseptic,Tablet,705 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription
Cefphen,Analgesic,Inhaler,140 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter
Ibuprophen,Antidepressant,Injection,578 mg,Bayer AG,Infection,Prescription
Ibuprophen,Antidepressant,Ointment,818 mg,CSL Limited,Virus,Over-the-Counter
Amoxiphen,Analgesic,Tablet,277 mg,Eli Lilly and Company,Depression,Prescription
Metoprofen,Antibiotic,Tablet,639 mg,Johnson & Johnson,Depression,Prescription
Ibuprocillin,Antifungal,Ointment,691 mg,Bayer AG,Depression,Over-the-Counter
Acetophen,Antidepressant,Inhaler,435 mg,Eli Lilly and Company,Depression,Prescription
Ibuprocillin,Antiviral,Capsule,190 mg,Boehringer Ingelheim GmbH,Diabetes,Over-the-Counter
Dextronazole,Antidiabetic,Cream,315 mg,Pfizer Inc.,Infection,Prescription
Dolonazole,Antidiabetic,Syrup,622 mg,Johnson & Johnson,Pain,Over-the-Counter
Amoximet,Antidiabetic,Drops,118 mg,Bristol-Myers Squibb Company,Depression,Over-the-Counter
Dolophen,Antifungal,Syrup,782 mg,AbbVie Inc.,Fever,Prescription
Dolomet,Antibiotic,Tablet,821 mg,Eli Lilly and Company,Infection,Over-the-Counter
Ibuprovir,Antiseptic,Syrup,598 mg,Sanofi S.A.,Depression,Over-the-Counter
Amoxicillin,Antiviral,Cream,683 mg,CSL Limited,Wound,Over-the-Counter
Amoxivir,Antipyretic,Syrup,628 mg,Bristol-Myers Squibb Company,Wound,Prescription
Dolovir,Antiviral,Syrup,130 mg,Pfizer Inc.,Infection,Over-the-Counter
Metocillin,Antipyretic,Syrup,546 mg,CSL Limited,Infection,Prescription
Ibuprostatin,Antipyretic,Drops,226 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter
Clarivir,Antifungal,Inhaler,153 mg,Boehringer Ingelheim GmbH,Wound,Prescription
Dolomet,Antifungal,Injection,717 mg,GlaxoSmithKline plc,Infection,Prescription
Dextroprofen,Antidiabetic,Cream,873 mg,Boehringer Ingelheim GmbH,Fever,Prescription
Ibupromycin,Antiviral,Injection,614 mg,"Merck & Co., Inc.",Fever,Over-the-Counter
Metophen,Analgesic,Tablet,631 mg,Roche Holding AG,Fever,Prescription
Dextrophen,Antidiabetic,Cream,743 mg,Pfizer Inc.,Diabetes,Over-the-Counter
Clarivir,Antidepressant,Capsule,997 mg,AbbVie Inc.,Diabetes,Over-the-Counter
Amoxicillin,Antidiabetic,Inhaler,310 mg,Biogen Inc.,Pain,Prescription
Metostatin,Antidiabetic,Cream,388 mg,Novo Nordisk A/S,Wound,Over-the-Counter
Clarinazole,Antibiotic,Ointment,860 mg,"Gilead Sciences, Inc.",Diabetes,Prescription
Dolostatin,Antidepressant,Tablet,385 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Ibupronazole,Antipyretic,Inhaler,971 mg,GlaxoSmithKline plc,Infection,Over-the-Counter
Dextrocillin,Antifungal,Tablet,733 mg,AbbVie Inc.,Infection,Over-the-Counter
Cefstatin,Antipyretic,Drops,827 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter
Cefstatin,Antiviral,Ointment,231 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Amoximet,Antifungal,Injection,921 mg,Novo Nordisk A/S,Diabetes,Prescription
Ibuproprofen,Analgesic,Capsule,959 mg,Takeda Pharmaceutical Company Limited,Pain,Prescription
Cefmycin,Antibiotic,Injection,201 mg,Biogen Inc.,Fungus,Over-the-Counter
Clarinazole,Antipyretic,Inhaler,448 mg,Takeda Pharmaceutical Company Limited,Virus,Over-the-Counter
Metovir,Antifungal,Injection,791 mg,GlaxoSmithKline plc,Infection,Prescription
Cefmet,Analgesic,Ointment,888 mg,Eli Lilly and Company,Diabetes,Prescription
Metomycin,Analgesic,Injection,372 mg,Sanofi S.A.,Pain,Over-the-Counter
Dolomycin,Antibiotic,Tablet,184 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Ibuprovir,Antibiotic,Inhaler,808 mg,AstraZeneca plc,Pain,Prescription
Amoxivir,Antiviral,Drops,312 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription
Cefmycin,Antifungal,Drops,330 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription
Dolonazole,Antiseptic,Injection,584 mg,Roche Holding AG,Depression,Over-the-Counter
Clarivir,Antidepressant,Drops,941 mg,Sanofi S.A.,Wound,Prescription
Dextrostatin,Antibiotic,Injection,215 mg,Roche Holding AG,Fungus,Prescription
Dolovir,Antibiotic,Tablet,702 mg,Amgen Inc.,Wound,Over-the-Counter
Cefnazole,Antibiotic,Tablet,298 mg,Eli Lilly and Company,Diabetes,Over-the-Counter
Acetostatin,Analgesic,Drops,452 mg,Amgen Inc.,Pain,Prescription
Amoximet,Antifungal,Capsule,509 mg,Amgen Inc.,Depression,Over-the-Counter
Ibuprovir,Analgesic,Drops,743 mg,CSL Limited,Virus,Over-the-Counter
Amoximycin,Antidiabetic,Syrup,452 mg,AstraZeneca plc,Fever,Over-the-Counter
Cefmet,Antiseptic,Injection,587 mg,Novo Nordisk A/S,Diabetes,Over-the-Counter
Dextrophen,Antiviral,Injection,992 mg,Boehringer Ingelheim GmbH,Depression,Prescription
Dextromycin,Analgesic,Inhaler,243 mg,Takeda Pharmaceutical Company Limited,Diabetes,Prescription
Amoximet,Antifungal,Drops,566 mg,Boehringer Ingelheim GmbH,Pain,Prescription
Clariphen,Antifungal,Drops,840 mg,CSL Limited,Diabetes,Prescription
Ibupromet,Antibiotic,Cream,606 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter
Clariprofen,Antidiabetic,Syrup,648 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter
Cefvir,Antifungal,Ointment,971 mg,CSL Limited,Diabetes,Prescription
Acetomet,Antipyretic,Syrup,790 mg,AstraZeneca plc,Pain,Over-the-Counter
Ibuprovir,Antifungal,Inhaler,84 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription
Metovir,Antiviral,Tablet,589 mg,Takeda Pharmaceutical Company Limited,Fever,Over-the-Counter
Ibuprostatin,Antibiotic,Capsule,167 mg,"Merck & Co., Inc.",Infection,Prescription
Cefvir,Antifungal,Injection,273 mg,Boehringer Ingelheim GmbH,Virus,Prescription
Cefmycin,Antiseptic,Drops,869 mg,Boehringer Ingelheim GmbH,Infection,Prescription
Metophen,Antidiabetic,Ointment,160 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter
Clarimet,Antidiabetic,Inhaler,83 mg,"Merck & Co., Inc.",Wound,Over-the-Counter
Amoxistatin,Antiviral,Inhaler,575 mg,AbbVie Inc.,Depression,Over-the-Counter
